商品名称,地址,介绍,标签,总价（万元）,每平米价格（元）
日光里 2室1厅 南 北,日光里 - 鸿顺里街,2室1厅 | 69.44平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",150,21602
和泓四季恋城夏欣园通透三居  三楼 小区绿化超好,和泓四季恋城 - 万新街,3室1厅 | 87.71平米 | 北 南 | 精装 | 低楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",168.3,19189
东海岸 南北通透三室 采光好 业主诚心出售 看房方便,东海岸家园 - 工农村,3室2厅 | 114平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,"VR看装修,房本满五年,随时看房",145,12720
此房南北通透 万科统一精装修 小区房龄新 交通方便,万科金域华府 - 新立街,3室1厅 | 92.18平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,"VR看装修,房本满两年,随时看房",162,17575
南北，三居室，户型好，看房方便，诚心出售,奥林匹克花园玉兰苑 - 瑞景居住区,3室2厅 | 114.44平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",259,22632
昆一片低楼层，南北通透，明厨明卫，通风性强,秋星里 - 光复道,2室2厅 | 80.52平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",205,25460
恒大名都花园3室精装空置未住过 满五唯一诚意出售,恒大名都花园 - 华明镇,3室2厅 | 121.55平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,"VR看装修,房本满五年,随时看房",172.5,14192
此房户型设计合理 采光充足 视野开阔,俊城浅水湾 - 体育中心街,2室1厅 | 109.11平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",308,28229
恒山里 视野开阔 采光较好 交通便利,恒山里 - 陈塘庄,2室1厅 | 59.57平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",133,22327
此房满五 诚意出售 精装修 房龄新户型方正,博轩园 - 下瓦房,3室2厅 | 118.02平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",618,52365
全阳一室 诚心出售 即买即住 过两年 税费低,迎水西里 - 王顶堤,1室1厅 | 40.85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",106,25949
满五年唯一税费少，楼栋位置好，诚心出售！,ParkTower景杉 - 中新生态城,3室2厅 | 124.52平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,"VR看装修,房本满五年,随时看房",190,15259
骊山里 楼层合适 视野开阔 交通便利,骊山里 - 陈塘庄,2室1厅 | 57.12平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",140,24510
精装好房 洋房 户型方正 视野无遮挡 好楼层 成熟社区,中铁·诺德名苑 - 工农村,3室2厅 | 130.11平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",245,18831
私产过五年 带电梯居住方便舒适 采光足 视野开阔,天华里 - 华苑,3室1厅 | 119.6平米 | 东 南 北 | 简装 | 高楼层(共25层)  | 塔楼,"VR看装修,房本满五年,随时看房",313,26171
盈江东里私产过两年，大两室双阳台，看房方便诚意出售,盈江东里 - 王顶堤,2室1厅 | 60.2平米 | 西 | 毛坯 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",115,19103
纪春里 南北通透 带车位 临地铁 单价低 房主诚意出售,先春园纪春里 - 芥园道,3室2厅 | 127.66平米 | 东 南 北 | 精装 | 低楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",420.8,32963
绮华里H户型中间楼层，满五年，全明户型，双阳台,绮华里 - 华苑,2室1厅 | 97.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,随时看房",319,32705
户型方正，看房方便，诚心出售。模范小区，房龄新。,珠波里 - 越秀路,2室1厅 | 82.65平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",278,33636
观景好房，次新房没住过人，三阳开泰。,惠灵顿河庭花苑 - 芥园道,3室1厅 | 109.58平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,"VR看装修,房本满两年,随时看房",360,32853
《优选房源》昌宁南里 1996年 配套齐全 次顶楼 不朝街,昌宁南里 - 王顶堤,1室1厅 | 57.68平米 | 东 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",117,20285
观景好房，次新房没住过人，三阳开泰。,惠灵顿河庭花苑 - 芥园道,3室1厅 | 109.58平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,"VR看装修,房本满两年,随时看房",360,32853
户型方正，看房方便，诚心出售。模范小区，房龄新。,珠波里 - 越秀路,2室1厅 | 82.65平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",278,33636
全阳一室 诚心出售 即买即住 过两年 税费低,迎水西里 - 王顶堤,1室1厅 | 40.85平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",106,25949
老证  无尾款 南北通透三居，采光好105+8平,经纬城市绿洲武清 - 武清其它,3室2厅 | 105.48平米 | 南 北 | 毛坯 | 34层  | 板楼,"VR看装修,房本满两年,随时看房",147,13937
两室通透H户型，中间楼层，户型能改造，老少皆宜。,新安花园 - 鼓楼街,2室2厅 | 112.28平米 | 南 北 | 简装 | 中楼层(共22层)  | 板楼,"VR房源,房本满两年,随时看房",435,38743
河北区 盛雅佳苑 南北向 3室2厅2卫  2梯2户 育婴里,天房天泰 - 新开河,3室2厅 | 124.41平米 | 南 北 | 毛坯 | 18层  | 塔楼,"VR房源,房本满两年,随时看房",323,25963
宝鑫景苑    配套齐全   生活便利,宝鑫景苑 - 北城路,2室2厅 | 89.52平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",80,8937
虹畔馨苑3室2卫 标准H+1 低楼层精装 满五唯一 有露台,虹畔馨苑 - 长虹街,3室2厅 | 141.99平米 | 南 东 北 | 精装 | 低楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",545,38383
（小颖推荐）怀庆里  中楼层  商品房 小区已有门禁,怀庆里 - 兴南街,2室1厅 | 80.41平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",275,34200
精装好房 洋房 户型方正 视野无遮挡 好楼层 成熟社区,中铁·诺德名苑 - 工农村,3室2厅 | 130.11平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",245,18831
盛达园 三室两卫 交通便利 看房提前联系,盛达园 - 长虹街,3室2厅 | 139.66平米 | 南 西 北 | 简装 | 中楼层(共13层)  | 板楼,"VR看装修,房本满五年,随时看房",543,38881
店长珍藏房源！婚房装修地采暖没住过人！ 有车位！,半岛豪庭天潇园 - 梅江,4室2厅 | 159.05平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,"VR看装修,房本满五年,随时看房",569,35775
绮华里H户型中间楼层，满五年，全明户型，双阳台,绮华里 - 华苑,2室1厅 | 97.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,随时看房",319,32705
宁波道，中间楼层，闽侯路，私产可贷款,宁波道(河西区) - 下瓦房,1室1厅 | 49.13平米 | 东 | 简装 | 中楼层(共5层)  | 板楼,"近地铁,VR看装修,随时看房",180,36638
此房满2年，H+1户型，全明格局，视野开阔。,格调松间 - 精武镇,3室2厅 | 113平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,"VR看装修,房本满两年,随时看房",268,23717
精装修，采光视野好，业主诚意出售,宇翔园 - 向阳路,2室2厅 | 86.14平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满两年,随时看房",152,17646
保利南精装两居 南向全阳户型 采光好 位置好,保利上河雅苑南区 - 保利金街,2室2厅 | 90.36平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,"VR看装修,房本满五年,随时看房",174,19257
南北通透三居室，户型方正，采光充足，带地下室,越秀园东区 - 下朱庄,3室2厅 | 101.8平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",101,9922
盈江东里私产过两年，大两室双阳台，看房方便诚意出售,盈江东里 - 王顶堤,2室1厅 | 60.2平米 | 西 | 毛坯 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",115,19103
私产过五年 带电梯居住方便舒适 采光足 视野开阔,天华里 - 华苑,3室1厅 | 119.6平米 | 东 南 北 | 简装 | 高楼层(共25层)  | 塔楼,"VR看装修,房本满五年,随时看房",313,26171
近小区正门，前后不临街，环境安静有车位,紫瑞园 - 瑞景居住区,2室1厅 | 85.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",157,18342
南北通透视野开阔，采光充足，双地铁。,恋日风景 - 向阳楼,2室1厅 | 73.56平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,"VR房源,房本满两年,随时看房",193,26238
不到顶，两室南北通透户型，采光无遮挡！,景兴西里 - 挂甲寺,2室1厅 | 38.31平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,"近地铁,VR看装修,随时看房",148,38633
新都大厦 方正户型  无角  高楼层 视野开阔,新都大厦 - 万兴街,1室1厅 | 57.72平米 | 东南 | 简装 | 高楼层(共28层)  | 塔楼,"近地铁,VR看装修,随时看房",218,37769
全明两室 南北通透  满五年 看房方便,引河里 - 北仓镇,2室1厅 | 57.44平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",78,13580
纪春里 南北通透 带车位 临地铁 单价低 房主诚意出售,先春园纪春里 - 芥园道,3室2厅 | 127.66平米 | 东 南 北 | 精装 | 低楼层(共11层)  | 板楼,"VR看装修,房本满五年,随时看房",420.8,32963
交通便利，上中营，诚意出售，产权清晰,晋丰大厦 - 鼓楼街,2室2厅 | 71.01平米 | 南 北 | 简装 | 高楼层(共16层)  | 塔楼,"近地铁,VR房源,房本满两年,随时看房",335,47177
盛庭丽景  次新房，随时可过户,盛庭丽景 - 北仓镇,3室2厅 | 113.92平米 | 东南 | 其他 | 低楼层(共19层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",214,18786
（优选）电梯小洋房，1梯2户，采光无遮挡，格局方正,聚龙园 - 双街,2室2厅 | 123.68平米 | 南 北 | 简装 | 低楼层(共9层)  | 板楼,"VR看装修,房本满五年,随时看房",149,12048
恒山里 视野开阔 采光较好 交通便利,恒山里 - 陈塘庄,2室1厅 | 59.57平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",133,22327
七纬路，三室，低楼层，私产，总价低,七纬路 - 大王庄,3室1厅 | 84.17平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年,随时看房",190,22574
南北，三居室，户型好，看房方便，诚心出售,奥林匹克花园玉兰苑 - 瑞景居住区,3室2厅 | 114.44平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"VR房源,房本满五年,随时看房",259,22632
桂江里  带露台  露台已封 看房方便,桂江里(河西区) - 小海地,1室1厅 | 38.03平米 | 东 北 | 简装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",105,27610
业主诚意出售，价格可谈，空置中，随时看房,宝翠花都瞰景园 - 瑞景居住区,2室1厅 | 89.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",165,18436
大港高档小区之一，配套齐全很繁华,世纪嘉园 - 大港,3室2厅 | 154.81平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",128,8269
南北通透视野开阔，采光充足，双地铁。,恋日风景 - 向阳楼,2室1厅 | 73.56平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,"VR房源,房本满两年,随时看房",193,26238
下瓦房 现代性住宅 私产满五年 全明户型 房龄新,博轩园 - 下瓦房,4室2厅 | 107.41平米 | 南 西北 | 简装 | 低楼层(共31层)  | 板楼,"近地铁,VR看装修,房本满五年,随时看房",553,51485
中海前排全阳户型楼层好无遮挡 随时看房,中海国际公园城 - 八里台,3室1厅 | 100.24平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,"VR看装修,房本满两年,随时看房",78.7,7852
南北通透，精装修，近地铁月牙河，配套齐全，诚心出售,滨河雅园 - 咸水沽,3室2厅 | 144.7平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",143.5,9918
地理位置优越，交通便利，经典小三室为数不多的户型,格调绮园 - 尖山,3室1厅 | 87.55平米 | 南 | 简装 | 28层  | 板塔结合,"VR看装修,房本满两年,随时看房",375,42833
此房满五唯一 精装修  采光好  环境优美,恒大名都花园 - 华明镇,3室2厅 | 129.67平米 | 西南 南 | 精装 | 高楼层(共18层)  | 板楼,"VR看装修,房本满五年,随时看房",182,14036
南北通透，私产满五年，业主诚意出售,宝龙湾家园 - 广开街,3室1厅 | 110.48平米 | 南 北 | 简装 | 低楼层(共32层)  | 板楼,"VR看装修,房本满五年,随时看房",422,38197
富力五期，中间楼层，诚心出售，随时看房，价格能聊,富力又一城 - 咸水沽,3室2厅 | 124.26平米 | 南 北 | 精装 | 29层  | 塔楼,"VR看装修,房本满两年,随时看房",150,12072
万科博园品质，通透方正户型，南北通透 小区中间位置,万科四季博园 - 张家窝,3室2厅 | 115.89平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,"VR看装修,房本满两年,随时看房",268,23126
此房一楼带院 精装修 价格可谈,恒大名都馨园 - 华明镇,3室1厅 | 147.12平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,"VR房源,房本满两年,随时看房",295,20052
晨晖北里两室三楼跃层  通厅户型  诚心出售,晨晖北里 - 大港,2室2厅 | 110.33平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满五年,随时看房",127,11511
精装满二，未住过人，东户采光良好。,全运村流苏园 - 新梅江,3室2厅 | 143.55平米 | 南 北 | 精装 | 15层  | 板楼,"近地铁,VR看装修,房本满两年,随时看房",546,38036
低楼层，精装修，小花园位置，双地铁，二楼采光好,迎水西里 - 王顶堤,2室1厅 | 58.9平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",180,30561
一室东南朝向，面积大，带客厅，诚心出售，采光充足,园荫里 - 王顶堤,1室1厅 | 46.58平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,"VR看装修,房本满两年,随时看房",117,25119
伴云里   独单    好房    出售    中间    楼层,伴云里 - 光复道,1室1厅 | 49.82平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"VR看装修,房本满五年",138.8,27861
"建津里,房间面积大，楼层适中，适宜居住",建津里 - 南营门街,1室1厅 | 28.38平米 | 东 西 | 简装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满五年",183,64483
大港东部新城， 2室精装，采光好，诚意出售！,海滨园 - 大港,2室2厅 | 90.41平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合,"VR看装修,房本满五年",105,11614
新村-- 西沽公园 凯莱赛 南北通透 好楼层,风貌里小区 - 丁字沽街,1室1厅 | 46.62平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",111.9,24003
建安里三楼两室，正规偏户，满五年，有户口可迁出,建安里 - 大港,2室1厅 | 57.29平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"VR房源,房本满五年",44,7681
过五年2017年装修地暖新断桥铝窗户，11层到顶5楼,东城家园 - 万新街,1室1厅 | 62.29平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,"VR看装修,房本满五年",105,16857
价格合适，非顶楼56平米，155万,嘉华里 - 唐家口,1室1厅 | 56平米 | 东 | 精装 | 高楼层(共7层)  | 板楼,"VR看装修,房本满五年",155,27679
正规一居室，楼层好，业主诚心出售，,新景园（津南） - 双港,1室1厅 | 60.61平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"VR看装修,房本满两年",105,17324
德才里直管公产，业主诚意出售，看房提前预约,德才里 - 马场街,1室0厅 | 45.18平米 | 西 | 简装 | 中楼层(共4层)  | 板楼,"近地铁,VR看装修,房本满五年",80,17707
三层，阳面，私产过五年，精装修，大一室。,景兴西里 - 挂甲寺,1室1厅 | 48.19平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,"近地铁,VR看装修,房本满五年",186,38598
盛世嘉园 砖楼一楼 视野开阔 采光充足,盛世嘉园 - 真理道,1室1厅 | 56.95平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,"VR看装修,房本满五年",117,20545
大同门西里 精装两室不到顶 企业产总价低 邻地铁西站,大同门西里 - 西于庄,2室1厅 | 55平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"VR看装修,房本满五年",100,18182
